,payCardIDTable,payCardBank,payCardNameTable,payCardSexTable,payCardBirthDate
1846,3512889701267313,dki,Bahuwarna Januar,F,2009
1847,2299862745849009,dki,Hana Pradana,F,1996
1848,4489677716393258,dki,"KH. Parman Mulyani, M.Farm",F,2001
1849,2608213895318674,dki,Dian Hutagalung,F,1997
1850,573648460224,flazz,Bakda Mandasari,F,1994
1851,374481963747647,emoney,Uda Oktaviani,M,1958
1852,30192730956421,bni,Dinda Hartati,M,2002
1853,4905297850139,online,"Cayadi Anggriawan, M.M.",F,2005
1854,373438282610337,emoney,Kacung Pertiwi,F,1946
1855,3579890109759216,dki,Drs. Putri Mandasari,F,1982
1856,3570940620522046,dki,Taufan Lestari,F,1999
1857,180029423277921,emoney,"dr. Kayun Usada, S.I.Kom",F,2007
1858,4252052828368,online,Radika Wahyudin,M,2003
1859,38046045397782,bni,Karimah Sihombing,M,1994
1860,4909691180408,online,Sakura Kuswoyo,M,1977
1861,5379793542371622,dki,"Reza Natsir, S.Sos",M,1984
1862,4060010478220,online,Talia Nugroho,F,1990
1863,4949447543701238,dki,"Karimah Yuniar, S.Farm",M,2011
1864,6011888551168323,dki,Jamal Saputra,M,1989
1865,4405981593673,online,"Ir. Cawisono Prabowo, S.Sos",F,1982
1866,4875464965066659,dki,Tgk. Laksana Pranowo,M,2011
1867,4098103787646592,dki,Jamal Sitorus,F,2002
1868,3577270483447864,dki,Zulfa Nashiruddin,F,1952
1869,576403001034,flazz,"Mustofa Lailasari, S.IP",M,1975
1870,38842469625165,bni,Laras Maulana,M,1994
1871,2294653647431557,dki,Edward Padmasari,F,1983
1872,3514339591508887,dki,Viman Permata,M,1989
1873,3577334284317484,dki,Eka Lestari,M,2002
1874,376714867568000,emoney,"Almira Wibisono, S.Ked",F,1989
1875,3502514467183049,dki,Banawi Safitri,F,2012
1876,4652178823882045,dki,Luwes Marpaung,M,1983
1877,2710020267928849,dki,"Lili Winarno, S.Pd",M,1988
1878,4308959653633242599,brizzi,Aisyah Tamba,M,1995
1879,3577597666643228,dki,R.A. Michelle Wibisono,F,1991
1880,3567672864444836,dki,Dt. Ikin Mardhiyah,M,1984
1881,4202360976352159,dki,"Ifa Hartati, S.Psi",F,1999
1882,213162922309498,emoney,Devi Dabukke,F,2005
1883,2720852867350026,dki,Mumpuni Prastuti,F,1998
1884,2235542695661094,dki,"Rafid Thamrin, M.Ak",M,1995
1885,676176095187,flazz,Paulin Agustina,F,1993
1886,4337814505754754,dki,"Edi Najmudin, S.I.Kom",F,1981
1887,502060256430,flazz,Maida Lazuardi,F,2012
1888,2612086406814132,dki,Hilda Widodo,F,2012
1889,3578642997152926,dki,"Sabar Hidayat, M.Pd",F,1998
1890,30344987139710,bni,Yuliana Prabowo,M,2008
1891,3541179042644262,dki,Dr. Ellis Usamah,F,1996
1892,347566694068562,emoney,"Usyi Rahayu, S.T.",M,2002
1893,4495322329382,online,Rika Anggriawan,M,1995
1894,4528734572215845,dki,Ophelia Mansur,M,1981
1895,30515616443926,bni,Muni Saefullah,F,1999
1896,6011616575618878,dki,Intan Wijayanti,F,2009
1897,4573835538911,online,Indra Halim,M,1985
1898,377953712796445,emoney,R.M. Irfan Mayasari,F,2002
1899,6011869035868670,dki,Drs. Ani Habibi,F,2007
1900,2568851515012900,dki,Diah Uwais,M,1987
1901,5501384829983304,dki,T. Jono Halim,M,1990
1902,3562171202024140,dki,Purwanto Saragih,F,1984
1903,3528832524413716,dki,Dr. Kasiran Saptono,M,2002
1904,3548465206825901,dki,Bakijan Gunarto,F,1981
1905,376914443799232,emoney,Ina Mandasari,F,2007
1906,4648402712790193,dki,"Drs. Olivia Gunawan, S.E.",M,1987
1907,3577407613923246,dki,Tgk. Pranawa Hidayat,M,1986
1908,4094425301644256,dki,Yuni Ramadan,F,1989
1909,180067592535257,emoney,Hamima Megantara,M,1972
1910,180039047708367,emoney,Hasim Januar,F,1981
1911,4549073726926568,dki,"Drs. Kamila Setiawan, M.Ak",M,1994
1912,4485182817656434,dki,Drs. Nasrullah Sirait,M,1997
1913,4595267633873144837,brizzi,Cut Laras Saptono,M,1984
1914,4440861720836502208,brizzi,"R. Mursita Wahyudin, S.Psi",F,1988
1915,4507650695117,online,Okto Suryatmi,M,2007
1916,639097697572,flazz,"drg. Ella Saragih, M.Ak",F,2001
1917,4762665192122836,dki,"Tgk. Cahyanto Rajasa, S.Pt",F,2010
1918,345260547715932,emoney,Jaka Pudjiastuti,M,2009
1919,4687916318751,online,Asmuni Maryadi,F,1996
1920,213162025126328,emoney,Carub Rajasa,F,1986
1921,4381479036529060,dki,Tina Riyanti,M,1971
1922,4547363523677,online,"Drs. Najib Lazuardi, S.Farm",F,1982
1923,6011922434791256,dki,Drs. Cornelia Mayasari,M,2012
1924,4407888154424690886,brizzi,Purwanto Lestari,F,1991
1925,5128958338888238,dki,Dr. Johan Wasita,M,2009
1926,6011723077693506,dki,Vanesa Hutapea,M,2003
1927,2293874897448064,dki,Jarwa Nababan,M,1972
1928,3598233109373828,dki,Gandi Habibi,M,2006
1929,4428959475174275,dki,"R.M. Jefri Mulyani, S.Gz",M,2004
1930,4961096709167214,dki,Ika Fujiati,M,1974
1931,4920174926014632,dki,"Zelaya Narpati, S.E.",M,1983
1932,4450410410065674,dki,Diana Kusmawati,F,1984
1933,180023713834384,emoney,Yulia Usada,M,1980
1934,4374377974430888,dki,dr. Melinda Wacana,M,1952
1935,570699113140,flazz,Widya Nasyidah,F,2007
1936,347182968975456,emoney,Dt. Erik Hutagalung,M,1969
1937,502081498953,flazz,Ade Maryati,F,1997
1938,4748405867597841,dki,Caturangga Rahayu,M,1996
1939,3561306782495762,dki,"Artanto Pudjiastuti, M.TI.",M,1986
1940,371595975278623,emoney,Almira Salahudin,F,1987
1941,3530375624742994,dki,Daniswara Aryani,M,1999
1942,4541933648666332678,brizzi,"Cahyanto Mustofa, M.M.",F,1980
1943,3546975632855340,dki,Sidiq Simanjuntak,F,2004
1944,5554463993171015,dki,"Cornelia Simbolon, S.Ked",F,2004
1945,6011161109961312,dki,Olga Irawan,M,1986
1946,4550060727259954,dki,Anita Pranowo,F,2004
1947,4334261760965920434,brizzi,Makara Irawan,F,1985
1948,6513476168999711,dki,Alika Saefullah,F,1986
1949,503891942156,flazz,Jamal Permata,F,2007
1950,180021970020036,emoney,Tiara Hutasoit,F,1995
1951,6011468613645434,dki,"Asmianto Waluyo, S.Farm",F,1981
1952,6559615563120176,dki,"Dr. Eva Halim, S.Ked",F,1988
1953,5432320045875340,dki,Gabriella Kusumo,M,1985
1954,6591344866612488,dki,"Shania Utama, M.M.",M,1992
1955,213134099810079,emoney,Wirda Melani,M,1962
1956,30300458117288,bni,"Septi Jailani, S.Pd",M,1966
1957,4700183769922960513,brizzi,"T. Simon Manullang, M.M.",M,1996
1958,30532451426320,bni,Nadia Megantara,M,2008
1959,4037587109907035,dki,Asmianto Sihombing,M,1969
1960,676170760364,flazz,Ghaliyati Handayani,F,1981
1961,345676715148681,emoney,Rachel Sihotang,M,2005
1962,4037793458777850,dki,Tirta Sinaga,F,1982
1963,2266478441797951,dki,Karya Hartati,F,1988
1964,3565795775217918,dki,Dt. Danu Halimah,F,1981
1965,3504286067802108,dki,drg. Oliva Maulana,F,1986
1966,3569952901431931,dki,Kiandra Astuti,F,2006
1967,4484113279240301,dki,Emin Saefullah,M,1991
1968,6011850130197090,dki,Yuliana Siregar,F,1985
1969,4813473150098950,dki,"Pangestu Kurniawan, S.Sos",F,1990
1970,213178100268397,emoney,Dr. Estiawan Padmasari,F,1995
1971,4177378169439402,dki,Oliva Wibowo,M,1971
1972,4899771269058300780,brizzi,Amelia Handayani,F,1990
1973,4500654602254,online,Drs. Jono Suwarno,M,1979
1974,6579661585798371,dki,T. Jarwa Nainggolan,M,2003
1975,36299050433792,bni,"Dipa Mulyani, S.Gz",F,1995
1976,3597017010028568,dki,Juli Saptono,M,1982
1977,4932709752854530,dki,Pia Mandasari,F,2008
1978,060494091618,flazz,Jamalia Purwanti,F,1976
1979,3530759253085389,dki,Hani Melani,M,1984
1980,3521245361409860,dki,"Drs. Farhunnisa Sitorus, S.Ked",M,2001
1981,3564878615722742,dki,"Cahyono Novitasari, S.Ked",M,1990
1982,3532002469885575,dki,R. Kasim Sihombing,F,1969
1983,639013362699,flazz,Restu Tamba,M,1983
1984,4795730441061,online,Hilda Kusmawati,F,1991
1985,4840156475146605127,brizzi,Tgk. Jasmin Suartini,M,1981
1986,4176212208690231,dki,"Indah Winarsih, S.Gz",F,2012
1987,180013670404776,emoney,Rachel Ardianto,F,1968
1988,4438431051114115,dki,Ciaobella Dongoran,F,1983
1989,4316821245722340373,brizzi,Drs. Banara Puspita,M,2001
1990,4264974358374469,dki,Banara Narpati,F,1999
1991,4583128456697602,dki,Septi Manullang,F,1971
1992,4130157833398533,dki,Candrakanta Fujiati,M,1977
1993,3588858878584882,dki,dr. Yuliana Simanjuntak,F,2003
1994,6514705069451730,dki,Mumpuni Wibowo,F,1999
1995,3554847388768390,dki,Pardi Maheswara,F,2010
1996,4303534664855057,dki,Sutan Setya Marpaung,M,1976
1997,4589128191913375,dki,Danuja Wijaya,F,1966
1998,3541839159078527,dki,Panca Sihombing,M,1965
1999,340950214148681,emoney,Dt. Kenzie Marpaung,F,1988
